1460,201,1181,170
1403,206,1181,170
1407,205,1181,170
1423,208,1181,170
900,149,1181,170
898,149,1181,170
911,151,1181,170
909,150,1181,170
1476,213,1181,170
1475,212,1181,170
1448,210,1181,170
1505,219,1181,170
1495,218,1181,170
1477,216,1181,170
1460,215,1181,170
1460,213,1181,170
1436,204,1181,170
1452,206,1181,170
1458,211,1181,170
1511,217,1181,170
1520,217,1181,170
1513,217,1181,170
1491,214,1181,170
1507,215,1181,170
1496,213,1181,170
1477,210,1181,170
1502,213,1181,170
1486,212,1181,170
1493,212,1181,170
1506,214,1181,170
1496,217,1181,170
1466,213,1229,357
1475,214,1229,357
1258,188,1219,497
1496,357,1219,497
1396,267,1176,573
1527,566,1176,573
1555,586,1174,570
1465,708,1174,570
1478,562,1174,570
1477,684,1174,570
1424,627,1174,570
1437,654,1174,570
1369,543,1174,570
1328,487,1174,570
1405,603,1174,570
1368,616,1174,570
1328,654,1174,570
1306,679,1174,570
1350,535,1174,570
1278,643,1174,570
1318,538,1174,570
1285,462,1174,570
1255,418,1174,570
1297,432,1174,570
1282,189,1174,570
1260,185,1174,570
1250,185,1174,570
1244,184,1174,570
1265,187,1174,570
1260,187,1174,570
1206,180,1174,570
1212,181,1174,570
1216,182,1174,570
1163,176,1174,570
1008,159,1174,570
1061,166,1174,570
1079,168,1174,570
1075,168,1174,570
1260,187,1174,570
1285,187,1174,570
1226,181,1174,570
1243,182,1174,570
1348,196,1174,570
1375,199,1174,570
1297,192,1174,570
1283,190,1174,570
1303,193,1174,570
1294,192,1174,570
1234,184,1174,570
1207,181,1174,570
1192,179,1174,570
1204,182,1174,570
1188,180,1174,570
1198,181,1174,570
1252,187,1174,570
1273,190,1174,570
1296,190,1174,570
1271,187,1174,570
1283,189,1174,570
1467,651,1174,570
1442,642,1174,570
1430,644,1174,570
1431,672,1174,570
1411,607,1174,570
1373,591,1174,570
1388,615,1174,570
1415,536,1174,570
1354,491,1174,570
1312,416,1174,570
1304,424,1174,570
1326,456,1174,570
1466,712,1174,570
1488,720,1174,570
1484,724,1174,570
1453,662,1174,570
1468,669,1174,570
1445,672,1174,570
1326,520,1174,570
1319,515,1173,570
1465,712,1173,570
1488,731,1173,570
1475,678,1173,570
1487,764,1173,570
1488,752,1173,570
1436,675,1173,570
1448,644,1173,570
1443,658,1173,570
1453,669,1173,570
1448,657,1173,570
1416,645,1173,570
1432,661,1173,570
1446,683,1173,570
1478,716,1173,570
1481,751,1173,570
1456,727,1173,570
1434,670,1173,570
1423,682,1173,570
1489,728,1173,570
1468,715,1173,570
1472,737,1173,570
1476,695,1173,570
1486,721,1173,570
1502,745,1173,570
1485,717,1173,570
1490,739,1173,570
1475,739,1083,681
1463,764,1076,687
1362,736,1037,720
1213,630,1037,720
1409,692,1020,742
1308,810,1020,742
1340,832,1005,754
1253,874,1005,754
1291,866,1002,757
1269,906,1002,757
1252,953,1002,757
1225,873,1002,757
1263,877,1002,757
1252,945,1002,757
1254,934,1002,757
1228,946,1002,757
1238,981,1002,757
1252,946,1002,757
1268,925,1002,757
1225,943,1002,757
1212,952,1002,757
1251,946,1002,757
1224,887,1002,757
1251,945,1002,757
1316,867,1002,757
1374,877,1002,757
1252,946,1002,757
1252,945,1002,757
1182,890,1002,757
1227,904,1002,757
1214,922,1002,757
1233,950,1002,757
1233,916,1002,757
1196,928,1002,757
1243,898,1002,757
1206,909,1002,757
1224,899,1002,757
1239,726,1002,757
1242,804,1002,757
1246,741,1002,757
1248,772,1002,757
1229,791,1002,757
1246,750,1002,757
1205,783,1002,757
1171,769,989,757
1247,945,427,739
1082,673,402,742
508,862,404,743
638,915,404,743
504,928,404,743
500,962,404,743
495,898,404,743
531,931,404,743
556,959,404,743
483,958,404,743
505,920,404,743
547,931,404,743
442,877,404,743
384,934,404,743
464,893,404,743
501,917,404,743
526,929,404,743
505,929,404,743
516,980,404,743
559,906,404,743
492,920,404,743
665,892,404,743
601,920,404,743
629,990,404,743
569,879,404,743
486,930,404,743
589,931,404,743
569,949,404,743
626,895,404,743
505,929,404,743
504,929,404,743
495,894,404,743
488,935,404,743
480,879,403,743
412,922,403,743
591,977,403,743
368,930,403,743
470,937,403,743
522,977,403,743
490,914,403,743
493,920,403,743
525,990,403,743
539,919,403,743
550,922,403,743
517,967,403,743
599,942,370,735
501,929,370,735
381,931,346,722
428,934,280,683
418,956,280,683
350,854,279,683
348,854,279,683
429,858,279,683
358,846,279,683
366,920,279,683
345,870,279,683
466,898,279,683
434,918,279,683
467,883,279,683
551,864,279,683
464,882,279,683
430,826,279,683
420,846,279,683
404,857,279,683
370,904,279,683
418,932,279,683
360,893,134,680
340,854,134,680
330,942,97,627
128,878,97,627
181,836,97,627
69,776,97,627
84,822,97,627
124,744,97,627
214,762,97,627
277,744,97,627
106,809,97,627
198,797,97,627
188,805,97,627
157,787,97,627
189,767,97,627
224,796,97,627
205,801,97,627
128,794,97,627
118,872,97,627
125,863,97,627
221,880,97,627
177,829,97,627
277,885,97,627
263,857,97,627
185,818,97,627
263,874,97,627
143,805,97,627
119,809,97,627
202,798,97,627
87,771,97,627
91,781,97,627
135,881,97,627
162,790,97,627
121,783,97,627
166,813,97,627
177,689,97,627
271,822,97,627
221,798,97,627
121,784,97,627
265,815,97,627
121,783,97,627
121,783,97,627
64,811,97,627
110,811,97,627
87,769,97,627
61,738,97,627
50,855,97,627
26,737,96,624
45,759,96,624
119,780,97,585
33,740,98,478
16,791,98,478
129,751,107,434
63,604,107,434
-47,724,116,416
74,501,116,416
-12,588,116,416
172,491,116,416
141,551,116,416
199,509,116,416
144,495,116,416
69,473,116,416
176,515,116,416
164,539,116,416
149,459,116,416
121,518,116,416
145,519,116,416
145,520,116,416
200,565,116,416
182,515,116,416
174,517,116,416
215,530,116,416
86,490,116,416
164,503,116,416
115,526,116,416
115,490,116,416
-12,517,116,416
70,793,116,416
-108,694,116,416
45,647,116,416
12,617,116,416
125,489,116,416
129,512,116,416
103,606,116,416
144,520,116,416
9,533,116,416
17,593,116,416
161,462,116,416
31,497,116,416
144,520,116,416
145,520,115,416
124,503,117,416
250,453,117,416
100,529,125,416
121,513,132,416
119,568,132,416
65,499,180,422
59,516,180,422
-46,541,206,423
75,554,206,423
151,568,276,428
212,566,276,428
253,569,283,426
270,517,283,426
218,502,283,426
288,574,283,426
346,494,283,426
282,514,283,426
272,541,283,426
229,561,283,426
318,470,283,426
389,472,283,426
310,446,283,426
336,469,283,426
325,449,283,426
361,496,283,426
365,493,283,426
330,491,283,426
350,467,283,426
195,488,283,426
263,468,283,426
203,503,283,426
271,520,283,426
226,576,283,426
187,532,283,426
233,535,283,426
368,490,352,420
357,531,352,420
439,524,390,420
496,502,568,431
475,564,568,431
771,511,570,432
631,504,570,432
712,539,570,432
713,539,570,432
636,545,570,432
733,536,570,432
604,592,570,432
754,524,570,432
723,566,570,432
657,579,570,432
623,563,570,432
666,519,574,418
606,560,667,232
631,506,667,232
873,357,681,166
859,293,695,96
635,239,695,96
803,232,695,96
960,158,695,96
936,89,695,96
836,125,695,96
775,119,695,96
626,239,695,96
883,143,695,96
728,230,695,96
854,214,695,96
848,347,695,96
869,31,695,96
1034,188,695,96
927,629,695,96
777,62,695,96
868,120,695,96
1211,-14,695,96
869,119,695,96
868,120,695,96
877,137,695,96
693,188,695,96
888,104,695,96
1012,41,695,96
840,247,695,96
609,411,695,96
775,141,695,96
931,28,695,96
931,29,695,96
1113,-159,702,96
988,5,702,96
871,119,726,96
851,74,742,98
1008,2,798,107
1041,-268,798,107
1149,63,884,122
985,196,1145,174
1016,-196,1145,174
1282,-32,1145,174
1428,-21,1145,174
1561,356,1145,174
1638,202,1145,174
1575,81,1145,174
1485,78,1145,174
1830,405,1145,174
1522,237,1145,174
1688,25,1145,174
1399,293,1145,174
1430,217,1145,174
1389,-55,1145,174
1497,275,1145,174
1273,210,1145,174
1403,222,1145,174
1555,-31,1145,174
1415,200,1145,174
1380,325,1145,174
1318,184,1145,174
1430,217,1145,174
1240,122,1145,174
1787,-59,1145,174
1466,146,1145,174
1647,-56,1145,174
1446,28,1145,174
1690,164,1145,174
1140,280,1145,174
1259,129,1145,174
1512,1083,1145,174
1241,-64,1145,174
1431,218,1145,174
1289,37,1145,174
1057,15,1145,174
1851,228,1145,174
1286,136,1145,174
1140,412,1145,174
1569,115,1145,174
1620,122,1145,174
1856,-105,1145,174
1442,399,1145,174
1487,349,1145,174
1318,-26,1145,174
1178,382,1145,174
1431,218,1145,174
1430,218,1145,174
1481,85,1145,174
1362,512,1145,174
1430,218,1145,174
1915,31,1145,174
1818,-94,1145,174
1134,167,1145,174
1234,59,1145,174
870,944,1145,174
926,-497,1145,174
1490,-86,1145,174
1947,169,1145,174
1925,240,1145,174
316,2142,1145,174
-1692,2266,1145,174
-5476,6461,1145,174
-4343,5700,1145,174
1103,1087,1145,174
216,652,1145,174
995,984,1145,174
1288,737,1145,174
780,662,1145,174
1545,1019,1145,174
1863,336,1145,174
1839,-38,1145,174
1107,772,1145,174
1153,226,1145,174
1595,-254,1145,174
720,827,1145,174
1079,0,1145,174
1439,393,1147,174
1431,218,1147,174
1738,138,1147,174
943,477,1147,174
1358,184,1147,178
1780,-548,1147,178
825,425,1147,209
1134,322,1146,388
656,-25,1146,388
1193,1571,1146,388
1288,924,1129,466
2475,3937,1129,466
1518,84,1074,626
3053,352,1074,627
1808,175,1074,627
2104,-870,1074,627
958,1165,1074,627
1110,2302,1074,627
314,2374,1074,627
953,3081,1074,627
1324,2287,1074,627
1628,2003,1074,627
1612,1831,1074,627
-2998,10151,1074,627
-1294,5817,1074,627
298,2027,1074,627
92,3327,1074,627
1341,784,1074,627
1342,784,1074,627
1953,1915,1074,627
2270,1020,1074,627
1758,-151,1074,627
1456,458,1074,627
607,650,1074,627
819,592,1166,623
2157,666,1166,623
1743,425,1356,692
1328,475,1355,692
1035,917,1355,692
1693,864,1355,692
797,926,1355,692
2036,384,1355,692
1700,1159,1355,692
1315,717,1355,692
1056,1312,1355,692
1698,1062,1355,692
1610,747,1355,692
1393,763,501,537
1486,466,501,537
676,451,501,537
-197,786,497,518
21,791,489,510
742,475,489,510
1084,276,718,863
997,554,734,852
1871,112,734,852
1238,968,734,839
1315,460,734,839
898,930,739,836
849,1220,739,836
752,964,687,773
1399,642,687,773
1007,738,615,539
828,743,615,531
695,900,615,531
768,663,615,531
601,1107,615,531
1014,654,615,531
533,883,615,531
794,472,615,531
382,679,615,531
443,611,615,531
189,649,615,531
1085,588,615,531
395,742,615,531
1133,521,615,532
585,647,615,532
760,525,615,532
836,555,615,532
837,768,615,532
643,671,615,532
1004,868,615,532
758,586,615,532
979,552,615,532
480,662,615,532
805,803,615,532
691,581,615,532
768,665,615,532
769,664,615,532
769,664,615,532
768,665,717,794
631,630,717,794
924,637,717,794
898,879,717,794
309,683,717,794
74,796,717,794
841,1138,717,794
637,826,717,794
860,885,717,794
561,650,717,794
643,872,717,794
674,845,719,793
1019,1153,719,793
772,1063,719,793
1043,985,719,793
871,1213,719,793
882,868,719,793
957,889,719,793
898,989,719,793
861,875,719,793
898,990,719,793
922,1081,719,793
1014,947,719,793
851,853,719,793
780,892,719,793
949,986,719,793
990,894,719,793
911,869,719,793
981,1074,719,793
998,1151,719,793
818,933,719,793
938,1112,719,793
936,1167,719,793
813,917,719,793
950,1092,719,793
899,990,719,793
898,991,719,793
898,990,738,786
853,1021,856,741
888,1008,856,741
890,922,929,732
889,838,929,732
882,982,929,732
1078,867,929,732
1238,664,929,732
1160,915,929,732
1160,915,930,730
1150,888,930,730
1237,835,930,730
1373,973,930,730
1267,877,930,730
1204,1059,930,730
1219,915,930,730
1181,955,930,730
1175,1001,930,730
1194,895,930,730
1231,939,930,730
1320,942,930,730
1162,912,930,730
1162,912,930,730
1161,912,930,730
1160,911,930,730
1161,911,930,730
1088,1030,1302,774
1084,989,1302,774
1229,937,1302,774
1037,917,1302,774
1623,967,1302,774
1194,995,1302,774
2040,1065,1302,774
1495,786,1302,774
2115,1014,1302,774
1477,984,1302,774
1625,967,1302,774
1628,967,1302,774
1627,967,1302,774
1627,966,1302,774
1625,967,1302,774
1628,967,1302,774
1496,922,1302,774
1664,741,1302,774
1726,861,1302,774
1627,965,1302,774
1645,1039,1302,774
1758,973,1272,480
1245,943,1272,480
1488,991,1266,414
1632,741,1266,414
1930,647,1265,414
1750,485,1265,414
1457,511,1265,414
1457,373,1265,414
1680,536,1265,414
1415,422,1265,414
1580,517,1265,414
1582,518,1265,414
1581,517,1265,414
1578,517,1265,414
1525,601,1265,414
1568,492,1265,414
1732,509,1265,414
1677,569,1265,414
1521,524,1265,414
1579,517,1265,414
1749,617,1265,414
1630,582,1265,414
1444,598,1265,414
1582,518,1265,414
1695,404,1265,414
1559,514,1276,317
1664,577,1276,317
1739,283,1291,170
1439,-34,1291,148
1776,191,1291,148
1499,20,1291,148
1517,263,1291,148
1521,143,1291,148
1534,59,1291,148
1626,208,1291,148
1842,238,1291,148
1567,128,1291,148
1541,256,1291,148
1760,178,1291,148
1580,285,1291,148
1611,184,1291,148
1734,403,1291,148
1580,136,1291,148
1701,244,1291,148
1702,23,1291,148
1706,174,1291,148
1641,195,1291,148
1533,217,1291,148
1645,261,1291,148
1614,184,1291,148
1612,184,1291,148
1765,187,1291,148
1540,66,1291,148
1493,207,1291,148
1612,290,1291,148
1533,137,1291,148
1490,251,1291,148
1512,172,1291,148
1469,67,1291,148
1554,160,1291,148
1613,185,1291,148
1536,58,1291,148
1510,221,1291,148
1567,162,1291,148
1613,185,1291,148
1445,146,1291,148
1519,130,1291,148
1366,168,1291,148
1715,200,1291,148
1660,183,1291,148
1321,143,1291,148
1732,131,1291,148
1774,214,1291,148
1555,88,1291,148
