667,31,556.8000000000001,25.6
673,31,542.4,24.8
666,30,543.2,24.8
681,31,558.4,24.8
658,30,564.8000000000001,25.6
668,31,548.8000000000001,24.8
668,31,537.6,24.8
661,30,538.4,24.8
663,30,546.4,24.8
657,30,540,24.8
670,31,537.6,24.8
685,33,522.4,24
680,34,524.8000000000001,24
398,88,520.8000000000001,24
497,74,504,23.200000000000003
53,41,496.8,22.400000000000002
300,74,529.6,24
180,46,516.8000000000001,24
198,36,499.20000000000005,23.200000000000003
215,31,520.8000000000001,24
227,33,529.6,24
217,35,530.4,24
90,63,534.4,24.8
124,56,524,24
97,53,536.8000000000001,24.8
87,50,526.4,24
109,48,537.6,24.8
77,49,544.8000000000001,24.8
145,47,447.20000000000005,20
112,49,434.40000000000003,20
108,49,492,22.400000000000002
136,47,513.6,23.200000000000003
109,47,516.8000000000001,24
74,48,526.4,24
46,50,522.4,24
58,49,532.8000000000001,24
60,49,540,24.8
97,48,544.8000000000001,24.8
61,49,548,24.8
26,49,548.8000000000001,24.8
51,49,547.2,24.8
91,48,546.4,24.8
57,49,552.8000000000001,25.6
75,49,544.8000000000001,24.8
84,48,537.6,24.8
68,48,530.4,24
95,49,528.8000000000001,24
100,48,539.2,24.8
171,45,525.6,24
181,46,533.6,24.8
25,49,538.4,24.8
36,49,532.8000000000001,24
12,50,544.8000000000001,24.8
15,49,526.4,24
21,48,534.4,24.8
127,47,534.4,24.8
164,49,528.8000000000001,24
238,45,530.4,24
33,284,525.6,24
28,179,536,24.8
-21,674,548,26.400000000000002
2,603,544,27.200000000000003
-114,599,318.40000000000003,70.4
-95,589,397.6,59.2
-152,547,42.400000000000006,32.800000000000004
-129,534,240,59.2
-134,554,144,36.800000000000004
-113,550,158.4,28.8
-57,715,172,24.8
-118,705,181.60000000000002,26.400000000000002
-92,671,173.60000000000002,28
-58,718,72,50.400000000000006
-201,841,99.2,44.800000000000004
39,789,77.60000000000001,42.400000000000006
-10,578,69.60000000000001,40
25,809,87.2,38.400000000000006
44,700,61.6,39.2
-8,727,116,37.6
39,739,89.60000000000001,39.2
47,766,86.4,39.2
9,733,108.80000000000001,37.6
-16,761,87.2,37.6
0,779,59.2,38.400000000000006
-33,821,36.800000000000004,40
23,771,46.400000000000006,39.2
45,781,48,39.2
40,783,77.60000000000001,38.400000000000006
51,760,48.800000000000004,39.2
84,798,20.8,39.2
44,794,40.800000000000004,39.2
39,809,72.8,38.400000000000006
16,819,45.6,39.2
32,788,60,39.2
40,813,67.2,38.400000000000006
60,781,54.400000000000006,38.400000000000006
34,791,76,39.2
-5,832,80,38.400000000000006
-2,830,136.8,36
70,782,144.8,36.800000000000004
42,817,20,39.2
65,821,28.8,39.2
118,839,9.600000000000001,40
27,769,12,39.2
16,707,16.8,38.400000000000006
165,692,101.60000000000001,37.6
123,669,131.20000000000002,39.2
119,641,190.4,36
82,655,26.400000000000002,227.20000000000002
155,709,22.400000000000002,143.20000000000002
66,747,-16.8,539.2
150,715,1.6,482.40000000000003
710,873,-91.2,479.20000000000005
708,822,-76,471.20000000000005
161,475,-121.60000000000001,437.6
678,879,-103.2,427.20000000000005
663,838,-107.2,443.20000000000005
498,778,-90.4,440
594,833,-45.6,572
563,849,-94.4,564
576,838,-73.60000000000001,536.8000000000001
618,858,-46.400000000000006,574.4
547,864,-160.8,672.8000000000001
574,874,31.200000000000003,631.2
530,870,-8,462.40000000000003
563,858,20,647.2
554,836,35.2,560
512,834,-6.4,581.6
356,763,31.200000000000003,591.2
351,684,37.6,612.8000000000001
361,748,7.2,586.4
177,627,-12.8,608.8000000000001
828,954,0,623.2
732,923,-26.400000000000002,656.8000000000001
708,999,18.400000000000002,616.8000000000001
528,654,36,624.8000000000001
827,933,32,626.4000000000001
874,888,40.800000000000004,608
821,967,67.2,638.4000000000001
714,902,35.2,635.2
908,961,31.200000000000003,647.2
798,944,12.8,655.2
843,919,25.6,630.4000000000001
798,945,32,650.4000000000001
815,963,48,624.8000000000001
726,949,27.200000000000003,632.8000000000001
868,986,-4,665.6
188,531,-1.6,664
734,905,56,625.6
-69,125,33.6,653.6
595,843,52,656.8000000000001
765,998,94.4,671.2
840,990,21.6,615.2
822,948,12.8,565.6
863,959,132,553.6
761,864,98.4,535.2
814,1020,95.2,512.8000000000001
861,992,65.60000000000001,524
756,960,124,567.2
836,884,52.800000000000004,597.6
769,861,120,572
876,929,568,698.4000000000001
859,938,566.4,657.6
856,983,128.8,380
808,900,542.4,703.2
820,934,530.4,670.4000000000001
824,899,398.40000000000003,622.4000000000001
777,933,475.20000000000005,666.4000000000001
832,939,450.40000000000003,679.2
810,931,460.8,670.4000000000001
845,953,494.40000000000003,686.4000000000001
840,971,437.6,691.2
487,730,459.20000000000005,699.2
548,787,424,696
606,823,450.40000000000003,686.4000000000001
619,831,443.20000000000005,668.8000000000001
631,848,409.6,667.2
616,869,284.8,610.4
640,831,280.8,547.2
609,830,288.8,598.4
561,834,141.6,501.6
455,662,662.4000000000001,763.2
549,769,585.6,738.4000000000001
556,816,566.4,799.2
631,847,422.40000000000003,523.2
576,791,661.6,746.4000000000001
617,811,699.2,710.4000000000001
635,785,656.8000000000001,773.6
650,829,571.2,721.6
681,888,726.4000000000001,768.8000000000001
666,897,638.4000000000001,755.2
744,881,674.4000000000001,735.2
797,944,638.4000000000001,756
